Sentence,ADF Score,FK Grade Level,Reading Time,WF Score
"He called on the government to put ""more effort"" into finding out whether there is a link to terrorism.",5.263157894736842,8.3,1.25,6.7286
"He characterized the process as ""stuck"" because of what he said was Netanyahu's lack of desire to restart negotiations.",5.0,9.5,1.48,5.5825000000000005
"He continued in that role under the Karzai government that was formed after the fall of the Taliban, leaving the government in 2006.",0.0,9.9,1.62,6.255199999999999
"He could, theoretically, be doing much, much worse.",37.5,8.8,0.65,5.9288
He currently is in his second term.,14.285714285714285,3.7,0.43,5.586900000000001
"He decided to run the five kilometers for five fellow Marines whose lives either had intersected with his, or whose sacrifice he learned about later.",4.0,11.9,1.84,6.724099999999999
"He declined to say whether the recession is over, saying economists will figure that out years from now.",0.0,8.0,1.28,5.949399999999999
He did not know the status of the airspace at the time.,0.0,2.1,0.65,5.4212
He did not know the status of the airspace at the time of the crash.,0.0,3.2,0.79,5.401200000000001
"He didn't even bother getting out of bed, he just reared up and whammo!",0.0,5.2,0.85,5.9267
"""He didn't pay what we thought the market value was worth on a particular car. If he wanted it, he bought it.""",13.043478260869565,4.0,1.31,5.9169
"He does not regard building in occupied East Jerusalem, annexed in defiance of international complaint, as settlement.",11.76470588235294,12.3,1.5,6.0014
He doesn't say.,0.0,0.9,0.19,5.0863
"He doesn't want to have to be either ""the jock"" or ""the geek""; he wants enough freedom from dated cultural definitions to be both, and more.",14.814814814814813,9.9,1.69,7.091500000000001
"He earlier went on a 16-yard touchdown run that began with him running smack into two linebackers before spinning around, leaving the would-be tacklers colliding and grasping for air as Tate dashed to the end zone.",2.631578947368421,15.0,2.63,7.1147
"Heeding those words, the 36-year-old Pakistani immigrant living in Yakima joined the Army National Guard and was sent to active duty at Fort Lewis and Fort Irwin in Southern California.",6.25,13.8,2.29,5.4409
"He even developed teaching machines so students could learn bit by bit, uncovering answers for an immediate ""reward.""",11.11111111111111,11.5,1.47,6.2752
He first began to wield influence over the Tories between 1998 and 2001 when he donated several million pounds to the party.,4.545454545454546,10.7,1.51,6.560499999999999
He found him again midway through the quarter for a 26-footer that made it 72-42.,0.0,5.6,0.98,5.4448
"He found Pierce, who hit a 25-footer that made it 53-35 early in the third.",5.88235294117647,4.4,0.9,5.8551
"He gave his first floor speech last week, outlining his support for a government-run plan to compete with private insurance companies under the health care overhaul.",11.11111111111111,12.3,2.06,6.499600000000001
"""He got into a groove, he operated well,"" Baldwin said of Nichols.",0.0,5.6,0.81,5.5529
"He got under Joy Behar's skin when he took some shots at CNN's rating, noting ""they don't have any pizazz.""",0.0,6.4,1.29,6.3793
He had already hired people to compile archival research on cars and to take oral histories from important automotive figures.,20.0,11.1,1.57,5.162600000000001
"He had been quiet in the first half, taking just five shots and missing four, but for the second straight game, he came up huge after the break.",17.857142857142858,9.5,1.72,6.442700000000001
He had been working for the Comprehensive Nuclear-Test-Ban Treaty Organisation (CTBTO) at the UN building.,0.0,12.7,1.35,5.7469
He had even scouted potential sites.,16.666666666666664,4.5,0.46,5.4408
He had even spent time online researching their positions.,11.11111111111111,6.8,0.73,5.6023
"He had hoped the revival would be a ""victory lap"" for the 82-year-old Mr. Simon, whose last major hit on Broadway was ""Lost in Yonkers"" in the early 1990s.",12.903225806451612,4.2,1.87,6.124399999999999
He had met the families of two of the Marines while serving in an official family-support role for Echo Company 4th Reconnaissance Battalion in Joliet.,3.8461538461538463,13.0,1.87,5.8529
"He hadn't released a new hit record in more than a decade, he'd lost his Neverland Ranch, and according to reports, he'd had his heart set on buying a Las Vegas estate that he couldn't afford.",5.0,13.8,2.31,6.350200000000002
He has authored 80 books mainly commentaries on religious texts - eighth among the lot on Upnishads.,6.25,8.4,1.23,5.947100000000001
He has contracts with several banking institutions to provide advice and peddles his experience to foreign governments through Tony Blair Associates.,9.523809523809524,15.0,1.9,6.6023999999999985
"He has led peasants and squatters in claims for vast chunks of countryside, disputes that have on occasion turned violent.",10.0,9.9,1.51,5.6973
"He has merely edited, not altered 'Ramcharitmanas' published by Geata Press, Gorakhpur, on the basis of much older editions printed by Venkatesh Press in 1900 or Khemraj Prakashan 1800, Manas Piyush Siddhant Tilak to name a few among the assorted 50 different editions he had consulted.",10.869565217391305,20.1,3.54,6.976100000000001
"He has the support of neighbors, military veterans, his church, members of Congress and even a former immigration adjudicator, totaling 28 letters requesting immigration authorities to allow him to stay in the country.",6.0606060606060606,19.7,2.73,6.6683
He has yet to announce whether will decide to run for a sixth term in the next presidential election in 2011.,14.285714285714285,7.9,1.31,6.3971
"He is a board member of the Independence Heights Redevelopment Council and a founding member of Change Corps, a service organization.",4.761904761904762,13.8,1.66,6.264099999999999
He is chairman of the Sharpstown Tax Increment Reinvestment Zone and Redevelopment Authority.,0.0,13.1,1.19,6.043700000000001
"He is declining campaign donations and focusing on a simple platform of lower taxes, smaller government and no red-light cameras.",19.047619047619047,13.5,1.62,5.6957
He is expected to sign this month.,0.0,2.5,0.41,5.6222
"""He is the first prime minister... that has ever in the history of the Misuse of Drugs Act gone against the advice of its scientific panel,"" he said.",10.714285714285714,11.8,1.79,6.197900000000001
"He just faithfully serves as a mindless stenographer for hidden people whose credibility you're told to accept even as they do nothing but spout manipulative, vapid idiocies about Churchillian Resolve designed to promote endless war.",13.88888888888889,18.1,2.92,8.276700000000002
"""He just kept finding me,"" Pierce said.",0.0,0.1,0.48,5.5213
He knows that has its place.,0.0,-1.5,0.34,5.056100000000001
Hellò.,0.0,8.4,0.09,5.1037
Hello.,0.0,8.4,0.09,5.1037
"Hello All,  I am wondering if someone else has run into this problem.",0.0,7.2,0.82,5.865
hello all:  I have the same exact drive.,25.0,4.1,0.47,5.0298
"Hello all,  I would like to first say that I've been lurking on these forums for a long time and wish to say that the community here is very friendly and most helpful.",14.705882352941178,12.6,1.97,7.011299999999999
"Hello, Echofon.",0.0,8.8,0.21,5.286200000000001
Hello Ed.,0.0,2.9,0.12,5.1829
"Hello fellow Ottawan,    As a regular to LP, First question, what part of the city do you live in?",10.526315789473683,9.5,1.13,5.872200000000001
"Hello, I am dual-booting XP and Feisty, and have a partition for Feisty (ext2) a partition for XP (ntfs) and a common work partition for both Os's(ntfs).",6.666666666666667,12.6,1.87,5.8341
"Hello, I am looking for some help re travel insurance for someone who is on regular and ongoing medication to control high blood pressure.",12.5,12.7,1.69,6.9767
Hello I am new to UBUNTU too I love it but I have a similar problem,12.5,6.0,0.76,5.3807
"Hello, Is it possible in Ubuntu to set a default program for a file extension, indepentdently of its content?",5.263157894736842,11.9,1.34,6.121
"Hello,  I've been having an intermittent problem using wireless networks on my 12"" ibook.",6.666666666666667,9.9,1.1,6.063700000000001
"Hello,    My wife and are are heading to Saratoga Springs to catch a concert in a couple of weeks, wondering if there's any hotels with walking distance of SPAC...want to have a few and not drive; also if anyone knows about bringing cocktails to the concert, I'm been given mixed advice; perhaps they have an outdoor bar at the concert...",4.761904761904762,24.3,4.05,7.2216999999999985
"Hello,    You might want to consider staying at a bed and breakfast or guest house as they offer larger rooms as oppose to small hotel rooms for a cheaper price.",10.0,12.6,1.9,5.825
He loved the food there and said it really made him think of home.,0.0,2.9,0.78,5.6674
"He loved to do that for shock effect, he had men in there and he had women in there, hangers-on trying to get a job or something, he had a big plate of food, eating with his fingers like a Roman emperor.",2.3255813953488373,16.1,2.38,7.078900000000001
Help.,0.0,-3.5,0.07,5.0773
HELP,0.0,-3.5,0.06,5.0773
Help Doug Hoffman for Congress now.,0.0,2.1,0.44,5.5417
Helped me too.,0.0,-2.7,0.18,5.314900000000001
help please!,0.0,-3.1,0.16,5.0975
"Help us, Olympia Snowe, you're our only hope!",11.11111111111111,0.5,0.56,5.7704
"""He made more impact in six years than anybody had ever made in such a short time in the collector car business. And possibly more impact than anyone who collected over 20 years.""",12.121212121212121,7.4,2.16,6.268199999999999
"He made sneak assaults against transports, cruisers, destroyers, airplanes, landing parties - anything to frustrate the pace of the overwhelming Japanese invasion.",14.285714285714285,13.8,2.09,5.493499999999999
"He mentioned Typhoon Morakot, which lashed Taiwan with 80 inches of rainfall in August, and Typhoon Ketsana, which in September brought some of the worst rains ever recorded to Manila in the Philippines.",3.0303030303030303,13.8,2.51,7.354700000000001
"He named names as well: ""There's two commentators on Fox that really don't like Barack Obama, Glenn Beck and Sean Hannity, but the rest of us, Greta, Shepard Smith, Bret Baier, myself, we're willing to give the guy the benefit of the doubt.""",4.3478260869565215,16.5,2.92,7.774699999999998
Hence I need a visa.,0.0,-1.9,0.24,4.954400000000001
He never arrived.,0.0,5.6,0.22,5.1038
"He never returned, and neither did their daughter.",0.0,5.2,0.63,5.700200000000001
"He noted, however, that he's seeing encouraging signs.",11.11111111111111,10.0,0.69,5.6537
He now has 18 touchdowns on the season to just two interceptions.,0.0,5.6,0.79,6.050000000000001
"He paid about $1,450 in fines and restitution and says Australian police promised that the convictions wouldn't go on his record.",4.3478260869565215,7.9,1.6,5.6016
